Id,Price
725,157018.35759782614
15856,232406.7504909461
5480,178869.8623635733
15664,317093.27884842124
14275,134410.5993588531
7633,205792.02343204766
13329,168790.91832112867
5502,220222.8569027656
4220,303436.1563061148
11538,209503.03034148735
15975,258612.69088170343
3310,215607.33043251652
9286,151391.13884310526
11260,190789.43224289588
5214,106701.58653516894
11307,176400.39073641214
13543,401638.037224354
615,166851.70838874247
3495,215136.7215041748
2321,239678.94679908294
12046,185486.21694266502
16688,144117.1289261059
12694,222661.33938182436
783,157071.84496587445
8968,164753.2748029872
13454,183201.3452414098
12190,231739.62482066502
11160,124065.99077444724
10291,181035.80852906485
891,278401.47187220893
2982,179316.26394093744
3818,279640.6149641739
2449,175058.5463611337
8317,171499.8422185905
4922,169496.29582736245
1257,234387.93531717316
9348,199840.94452774804
4176,176411.30313942206
10704,167741.53583268126
6624,115903.64847385134
5428,190837.07192863573
12749,180047.29706611382
8994,219019.80858530782
11513,143991.5068082785
3047,206490.69118610394
9519,213350.24693407063
12309,227035.83883720246
14081,264751.90053305984
8334,256121.81242213122
6343,186256.32658240318
14788,128376.53616165735
15748,221464.83628476236
153,249895.19726705775
14149,178463.3189841057
269,191468.62271382022
5452,141893.64892219545
721,156990.51696396698
5079,318215.3462455107
2831,129252.0312913049
10614,114802.1714496183
10131,335988.0097291231
9996,292004.1247727919
3061,184402.7372212064
11733,309245.1451634787
3726,235387.85310302876
10929,206775.95166817552
9011,216356.77971402134
16182,307685.7531471476
4976,176133.55348076197
9897,248526.86952817722
1872,165669.98704014634
9205,315986.94143178966
5403,383257.26010469923
14074,188102.96142349203
6268,152225.99280751715
14232,163178.665495218
8532,216513.72125416767
7034,347031.3162860075
6553,407163.20856862614
3133,179725.22466115316
8596,207370.6962444631
12389,243752.11875711408
14462,178203.51954562293
8860,322836.9780992145
8377,298372.09461871965
6367,304218.2297106684
6917,255880.51226535373
4216,191948.2770988522
5806,173381.18642550596
5438,186981.78978372586
6632,219254.99625980324
2650,155259.856501336
5396,149929.513667544
4044,148694.7143489342
1345,269320.9394013169
856,178262.78520011005
12791,250064.06555172242
12499,214895.70655492158
12249,129606.98245612968
14641,155127.98182395328
1919,164499.742478484
7848,200867.95534605277
10749,180703.72015841908
15554,172691.29270204637
15834,220789.44031065653
1355,179463.64212175724
15451,176799.5221261924
12401,207444.7369489204
10290,168035.90173003427
9462,121523.48987533085
3103,248688.98433467298
3420,137728.60294173987
12262,247883.1874261983
5032,131452.69966557113
8949,322817.23198938015
15567,229829.77497184198
16389,166343.50653209488
7809,86800.77037700459
8990,192683.62963933355
16089,271350.1576335624
12743,105973.68630298419
5132,128745.00355053045
1619,270922.82730877626
2428,92943.58880360622
16741,155389.3715586446
13193,216038.594495779
12588,499251.15623597003
5067,179142.25756452503
14685,128010.54088089893
2292,160840.47366754065
5746,128012.05703545926
12578,163518.38631159597
14834,205545.148300747
2147,179411.86943746332
8222,129810.69001934545
10419,257735.10856874523
11492,209288.56596771054
3006,209577.12644891656
8761,194595.6102300768
15371,304702.63394256687
16367,165781.94885320665
6317,285881.2827775208
10878,290361.10252353555
3895,159603.71417533557
8041,159412.45717284316
13428,432787.30528957426
14669,149735.24683030797
1006,178383.3755408528
12271,178022.28664432504
3764,264240.83183823095
7675,211815.04280187073
11709,338263.09717726236
8629,159971.8832978999
1105,286217.31597025174
6096,187181.60958790168
11727,211915.466410642
5157,163691.77017488712
3679,141317.3306334525
1755,132703.730477158
7391,193369.49773354016
7425,103603.93321904594
6882,325454.42131892475
10752,415734.6757660058
7472,215562.03927062816
14320,104235.1360288256
9596,163308.62045121792
5317,208133.33834177552
7378,86781.491571983
16154,181158.58622169413
3464,202748.40898519018
4197,229541.12965272096
9477,117856.44825360268
12705,192577.9382130388
16426,201798.81767854493
1481,73595.80303204832
9946,245486.38833262696
12025,224613.53401488948
5341,237417.53401509556
9923,276363.467763562
7953,239324.3068849202
11066,237397.63359316092
5037,176789.9559928579
2509,180407.72083568628
4937,316640.9554947964
12089,378047.9993492286
4964,181294.21221456188
16500,276368.69784981845
4625,146644.1097476144
2363,424268.16081942304
8148,192730.6590279725
3804,185300.1099752052
4584,156120.8233459635
10694,107422.43048678413
2691,170027.542509013
2983,228352.3310667018
13563,360672.13468732307
10747,218419.54253506125
1721,204402.4422188405
2789,268506.01349811326
7214,247983.40686795037
8659,236035.54423640936
5107,295142.9712261983
3843,239835.1086134499
14610,398421.5139751953
15505,164034.93092694195
5060,270974.82093524677
16055,257027.86630965155
14963,207365.16856257062
4118,143213.95131094183
1672,199970.18152729067
3209,185250.0094141354
16515,139124.68503847515
973,178511.58939392644
12529,181158.2570837925
5896,123233.38819040505
5450,280187.6207542036
3249,186416.41446380544
8911,175917.2021159586
5898,238899.70902423936
1024,180321.71716679164
4766,207005.29916810658
15804,184706.46344873979
14303,172855.215260307
10707,187417.5565300052
6605,206615.9011274395
1138,296912.6366492147
14088,412075.4160785403
9154,184272.63948092068
8190,203831.96040490118
398,247793.7288222981
13302,300296.88918630214
9696,151518.9558914461
16786,119217.08456206301
16230,200213.45898018742
6552,187840.6912151995
923,219305.43081572143
9602,295009.12030624296
5857,239784.25157137853
8120,175373.04765245225
7134,180006.46305335357
11726,163196.6631974471
8069,119247.53659175451
12420,176024.9795924913
8604,221296.1799511309
4854,283614.01721407974
12212,186252.26619392398
12099,362799.77999249456
3882,348210.3454412662
6995,334872.5893188816
