Id,Price
725,159269.31837409828
15856,240380.6925134587
5480,184014.29338365595
15664,308019.80780491454
14275,135491.8838274465
7633,206021.59730272053
13329,167908.8972439131
5502,219362.2204068243
4220,314046.3756285666
11538,205300.77383191296
15975,261748.290194657
3310,213918.38106107514
9286,152813.19869775936
11260,190744.2929242251
5214,105873.1833432296
11307,178490.2117837639
13543,394775.6771685673
615,168903.04291912477
3495,220188.32863525234
2321,234754.82064905096
12046,186387.11179366885
16688,144941.4840586981
12694,220914.11084742937
783,160548.48627515722
8968,163302.7168556263
13454,181980.56016912937
12190,229406.87994359175
11160,119213.28618503144
10291,181398.08811806486
891,272270.42191307334
2982,179474.8988493084
3818,282716.65425222076
2449,178075.28565065662
8317,171679.39361183427
4922,170579.52867824773
1257,238248.98904368986
9348,201019.26859766542
4176,173250.19790810038
10704,169782.13899005874
6624,118067.57789336132
5428,189517.81254280053
12749,178050.4318063193
8994,206488.70094688126
11513,144970.2968121596
3047,210187.52554095397
9519,209377.14802676387
12309,226173.90310753635
14081,267105.01274638716
8334,256505.63345146875
6343,183627.83925437485
14788,129197.76672429511
15748,220433.9103200564
153,253070.47442172578
14149,175822.3143944932
269,193730.75502796666
5452,141770.43352085285
721,155539.74467424734
5079,320157.8398116999
2831,128758.7372970736
10614,112469.06234843751
10131,340553.5020359428
9996,289704.2985854856
3061,186704.04972725676
11733,330309.71981036384
3726,218775.1618206884
10929,207564.92519925334
9011,301691.06247708166
16182,286383.2693123929
4976,176870.02282498888
9897,247089.0492791996
1872,167815.6752021937
9205,329565.564264809
5403,393146.73674256395
14074,186378.5078868859
6268,150803.81134174843
14232,164254.58450270272
8532,218871.27198988848
7034,337989.39037858346
6553,405783.5994317883
3133,180098.24760517196
8596,208390.92013347245
12389,241947.2416551286
14462,177676.58423834352
8860,325132.339481767
8377,295561.8334528554
6367,308244.6101358855
6917,257771.94910151194
4216,195618.5052810174
5806,170968.58750828257
5438,184694.73028645272
6632,218121.97773875712
2650,156202.54662084728
5396,153707.88564980333
4044,148831.4302193339
1345,275697.7425675348
856,180224.82373367832
12791,250104.86779909537
12499,212751.95399462874
12249,129798.57262122618
14641,152109.89516321407
1919,163378.35685184973
7848,198407.521278801
10749,181652.893596416
15554,174914.20328498544
15834,226038.89986845036
1355,177530.3198047328
15451,179113.11304092704
12401,206208.1863215226
10290,167439.20846130658
9462,120497.53430441742
3103,249873.11782951493
3420,138472.51656140568
12262,246889.58153463772
5032,131065.73741951855
8949,330031.8538641873
15567,231690.40224796947
16389,167972.52538768132
7809,87938.10360419599
8990,202783.29522649545
16089,266316.63887933095
12743,105210.51266327762
5132,127132.10757579473
1619,277264.0934929214
2428,94722.07888357228
16741,155918.48412347265
13193,220700.3298161884
12588,492288.4136974407
5067,179612.3507458679
14685,128766.86856950288
2292,159725.31648180977
5746,128608.32342247834
12578,164084.18973356357
14834,208286.80357203525
2147,178764.18758512416
8222,130403.3437771955
10419,255263.89118490994
11492,208918.58521135926
3006,209814.0765139831
8761,189978.57174441006
15371,291214.88535705983
16367,165777.50896745388
6317,278039.59137670294
10878,283417.2900767657
3895,156228.88762338774
8041,164634.1595941854
13428,432500.8522918731
14669,154873.26451556353
1006,179815.56561392755
12271,177652.57574125624
3764,257802.3860447423
7675,209965.34247774218
11709,330519.9082198316
8629,156850.0026650767
1105,312043.8982915123
6096,190007.8299549846
11727,209712.71764937002
5157,159811.2389727177
3679,141822.70512892285
1755,131995.36457013918
7391,196482.20824884198
7425,104029.39640509833
6882,336900.65917405166
10752,406432.9154163493
7472,217827.4225664937
14320,104395.40186898863
9596,166727.4064384201
5317,206974.70549286614
7378,94343.12565806217
16154,180636.53956374858
3464,202000.9059345486
4197,232890.4914563284
9477,120021.0521610557
12705,190203.66494821475
16426,201588.28419033505
1481,73605.75034004211
9946,245908.11450499407
12025,223246.1461234939
5341,243738.11171000323
9923,293853.26896345866
7953,249326.07967727914
11066,245194.68299869885
5037,175340.78280979066
2509,180977.8156245742
4937,310172.1965829784
12089,366445.19093838776
4964,180976.87544500566
16500,277847.67261216533
4625,150059.86866665795
2363,439969.2954376093
8148,194652.99199964834
3804,183371.41696484233
4584,156874.94991442442
10694,109927.06085317994
2691,168383.19363205472
2983,219979.03166857408
13563,377369.33692846145
10747,217116.80247480923
1721,202510.39518943336
2789,262338.46068991465
7214,254036.53125191212
8659,244706.923629793
5107,290720.10712664254
3843,238673.4038006463
14610,392851.0909695427
15505,168185.09034016248
5060,269430.7742573233
16055,248039.35460469662
14963,203741.50468831894
4118,142973.746681572
1672,206176.79468116866
3209,179944.1550659523
16515,141132.9340665399
973,168984.45485850552
12529,181196.68927115193
5896,124041.7375261537
5450,281818.8874827825
3249,185962.55199152685
8911,176408.65808647306
5898,239732.97807281936
1024,179717.54346590157
4766,205945.5633112694
15804,183721.15538079684
14303,175148.8707860404
10707,187364.5290780196
6605,215575.39026021204
1138,282160.95884550904
14088,430224.28036774526
9154,183754.26487514123
8190,205149.78745143005
398,248689.40334360625
13302,291757.3815228644
9696,152139.28793878405
16786,117547.22552455733
16230,208689.9954896633
6552,188147.43248536225
923,216200.12667059104
9602,290275.79771261086
5857,282441.1905609006
8120,173955.5291946214
7134,180214.07927836495
11726,165323.5289953419
8069,117136.79895271006
12420,175893.22747719177
8604,207446.7578178838
4854,285505.2563972929
12212,187765.77953355276
12099,364977.1105410033
3882,334086.45123046753
6995,327327.2080656735
10172,211216.4012111207
11672,312850.1517305671
12897,275925.145700634
16097,190328.97150417356
6779,248130.75729766066
11199,189972.78747567078
10816,251720.75617085074
143,424767.749077069
5399,253919.65083000984
3286,150503.45186405364
13706,176380.99753784042
1935,404754.8092347887
16000,193399.97272208054
2860,180306.76138324654
11407,191496.14713847337
16378,279335.9522994493
12278,175032.64542437892
3842,190757.50446896485
2692,342246.49100825173
7699,184171.67166345054
6825,267335.51385142875
7268,264870.4351045187
1477,364368.41461855156
9887,191389.42127822858
9436,186292.6482905603
3179,291203.092525614
1350,454767.6768334684
10643,222699.6690821987
5793,169402.58794047672
11494,397180.8867059725
4206,194421.7452369628
12419,231135.77578470617
8530,222695.1144621366
5985,206800.96753555056
8908,196427.84447502944
256,127239.7724812295
7234,177124.89240257014
5648,212360.2464464659
3014,211717.23434817023
2184,176132.95130875666
9189,276814.15357809915
14884,192039.00077389897
10333,176064.07999421962
15896,142308.01515942538
13269,166623.59874270277
8603,239586.72653690333
15087,170251.5631985573
4344,183687.31935598445
7981,72229.82685582433
10908,235712.64246566544
6190,173928.60839295477
11742,217470.7491784453
9224,148180.86276664372
14667,212576.46741947686
458,182446.94676381798
2464,313238.2293585324
12320,250901.85826684977
278,196565.4884538915
2912,214364.51530932912
6698,220204.2961572315
4510,124195.33595335575
4183,188527.7558249966
5551,220459.9682078052
12187,169233.43059673483
7948,218110.73749938112
10808,183153.34881239754
12432,185617.7164029224
5356,182926.75069402202
8984,526981.7180607952
9203,180055.19394920737
15412,86213.80235516027
12041,131031.79583416418
7644,260870.16058278928
7071,190543.81807130517
10685,184995.54359117008
6763,315680.2471166623
940,133697.7303426997
14959,210868.63117296196
1338,164167.28374312154
5351,134498.8716020541
6524,183040.94580998135
12516,157705.87825399445
3288,267734.81356139545
3146,229365.02777325115
3954,179747.54646816335
11955,168045.67124642563
1211,204575.0926399825
15668,208688.05022406706
1320,84950.57614213279
9108,160601.17682563333
16482,326518.8223615727
5017,150213.34215480997
8290,217724.58055912476
4304,406615.1743930517
1930,230012.55233077053
12530,176481.300926659
11295,308296.2439148255
