Id,Price
725,157761.3512184913
15856,232670.24313258383
5480,191961.27774921304
15664,301378.40101637767
14275,134933.09402253
7633,209266.2256909374
13329,170028.939734944
5502,218967.4317353021
4220,308366.79463343613
11538,211441.14848546986
15975,261532.19039301245
3310,214194.13951020778
9286,154016.38519992327
11260,187347.16930137464
5214,106337.58402611193
11307,177850.54984061667
13543,398526.9332700673
615,168298.69319329638
3495,220276.21367981803
2321,235413.87768187057
12046,187749.04496591166
16688,146499.77702054838
12694,223137.64998213158
783,160011.0319528158
8968,164684.99742741388
13454,182411.7254877178
12190,230976.63251651308
11160,118216.66852273386
10291,180642.87088847358
891,289077.7747131354
2982,179874.30604420748
3818,271158.34828196047
2449,175881.92223821272
8317,170879.22575161685
4922,169283.90861292492
1257,237531.73100885408
9348,194262.63441773545
4176,177659.74271534136
10704,166193.8018578058
6624,116949.58165080402
5428,188214.72804505512
12749,175376.52089869758
8994,217838.34874648147
11513,144979.9911308522
3047,213711.59069736977
9519,210506.3845839052
12309,225335.92241007928
14081,269728.6839319447
8334,258033.13451304584
6343,186607.68350860136
14788,129022.87224625157
15748,219905.57180684048
153,249904.9179283548
14149,180125.18412493335
269,189512.12701986622
5452,138524.64827004293
721,155840.96390813575
5079,321412.25313452433
2831,131362.10102171986
10614,111421.44430926934
10131,342591.51922842726
9996,312087.31427123304
3061,184324.11856730643
11733,325177.4639208548
3726,235214.14736700003
10929,209491.37837818617
9011,298877.39059723436
16182,285725.8579953865
4976,176605.30637217604
9897,248549.26677929936
1872,164267.05509217296
9205,323303.1037438389
5403,387953.9428062086
14074,188559.59284851386
6268,151812.24677823277
14232,167828.6913208723
8532,216643.41862767178
7034,359609.62311689137
6553,425632.7911066627
3133,180202.72260841352
8596,209328.22329478717
12389,244142.04644414628
14462,178300.31796940253
8860,329117.72368271806
8377,292478.8059929862
6367,311641.12292980065
6917,257061.91544841527
4216,195110.8833210963
5806,169669.25435052277
5438,186065.46047113877
6632,219366.07107546992
2650,155962.02473172513
5396,149940.59146896415
4044,150143.77113694703
1345,265548.0192609424
856,180140.62899026077
12791,253521.3819420305
12499,213957.47858946887
12249,129655.70347844329
14641,150126.87102409735
1919,162897.3332624731
7848,200782.9029294076
10749,181811.20813855206
15554,172088.17659932692
15834,230008.93994196068
1355,180238.94535579745
15451,177217.3635481198
12401,207874.44974542077
10290,168997.65243533498
9462,120712.74829914741
3103,249893.11295366203
3420,141235.74487311236
12262,247268.23803146515
5032,130945.95468233859
8949,336852.32702604705
15567,229702.67779874758
16389,164992.36801889673
7809,87197.75794200867
8990,201373.73763800476
16089,274992.1130158777
12743,103985.25269168046
5132,127470.26257247999
1619,275726.9829501107
2428,90783.82348103108
16741,156784.2776769723
13193,217701.18238879772
12588,489650.8879609105
5067,179342.30973968364
14685,128627.66148637548
2292,160042.99287312123
5746,127223.94184969133
12578,163316.62979063403
14834,205578.80837661744
2147,178112.64097764998
8222,130284.27760378843
10419,255172.84723662905
11492,207592.75614328863
3006,212651.03181088934
8761,193822.03467582242
15371,302785.0315571079
16367,164054.85736972955
6317,274091.2806627018
10878,288922.1589438033
3895,153982.2593381286
8041,159994.57181326713
13428,433607.3233528409
14669,156414.62426032254
